item_name:string,description:text,price:float,header:string,menu_id:int
Corona,non-alcoholic,5.25 ,Imported Beer,26
Hamburger,niman ranch natural beef,8.45 ,Served With Fries And Mixed Greens,27
Cheeseburger,"american, cheddar, jack, pepperjack or swiss",8.95 ,Served With Fries And Mixed Greens,27
Mini-cheeseburger,with cheese,7.45 ,Served With Fries And Mixed Greens,27
Veggie Burger,"relish, tomato, onions and pickles",8.45 ,Served With Fries And Mixed Greens,27
Philly Cheesesteak,balsamic or ranch dressing,9.45 ,Served With Fries And Mixed Greens,27
Grilled Chicken Breast,with cheese,9.45 ,Served With Fries And Mixed Greens,27
Bacon,seasonal,2.00 ,Extras,27
"Coke, Diet Coke, Sprite, Root Beer","vanilla, chocolate, strawberry, coffee",1.95 ,Beverages,27
Aguas Frescas,Natural drinks.,2.00 ,Beverages,28
Cheese Quesadilla,Meat and salsa fresca.,5.25 ,Quesadillas,28
Regular Quesadilla,"Meat, cheese, salsa fresca, lettuce, guacamole and sour cream.",6.75 ,Quesadillas,28
Super Quesadilla,"Sauteed shrimp, bell pepper, onion and salsa fresca.",8.95 ,Quesadillas,28
Regular Taco Salad,"Meat, rice, beans, salsa fresca, cheese, lettuce, guacamole and sour cream.",9.95 ,Taco Salad,28
Shrimp Taco Salad,"Shrimp, rice, beans, salsa fresca, cheese, lettuce, guacamole and sour cream.",10.95 ,Taco Salad,28
Regular Burrito,"Meat, rice, beans, salsa fresca and cheese.",8.25 ,Burritos,28
Super Burrito,"Meat, rice, beans, salsa fresca, cheese, guacamole and sour cream.",9.25 ,Burritos,28
Regular Shrimp Burrito,"Sauteed shrimp, bell peppers, onion, beans, rice, salsa fresca and cheese.",9.25 ,Burritos,28
Super Shrimp Burrito,"Shrimp, rice, beans, salsa fresca, cheese, guacamole and sour cream.",10.25 ,Burritos,28
Regular Veggie Burrito,Vegetarian.,8.25 ,Burritos,28
Super Veggie Burrito,"Grilled steak with grilled shrimp, rice, beans, salsa fresca",9.25 ,Burritos,28
Regular Surf n Turf,"Grilled steak, cheese, fries, salsa fresca and guacamole.",9.95 ,Burritos,28
Super Surf n Turf,"2 eggs, meat, beans, cheese, green salsa",10.50 ,Burritos,28
California Burrito,"Meat, beans, rice and cheese.",9.25 ,Burritos,28
Regular Taco,"Meat, onion, cilantro and green salsa.",4.95 ,Tacos,28
Super Taco,"Meat, onion, cilantro and green salsa, cheese, guacamole and sour cream.",5.50 ,Tacos,28
Shrimp Taco,"Shrimp, onion, cilantro and green salsa.",5.95 ,Tacos,28
Super Shrimp Taco,"Shrimp, onion & cilantro, green salsa, cheese, guacamole, sourban cream",6.50 ,Tacos,28
Regular Nacho,"Beans, cheese and salsa fresca.",6.95 ,Nachos,28
Regular Nacho with Meat,"Beans, cheese and salsa fresca and meat.",7.95 ,Nachos,28
Super Nacho,"Meat, beans, cheese, salsa fresca, guacamole and sour cream.",9.50 ,Nachos,28
Regular Nacho with Grilled Shrimp,"Beans, cheese and salsa fresca and grilled shrimp.",8.95 ,Nachos,28
Monday,"soup of the day, chicken steak with black pepper sauce or baked spaghetti with ham and cheese",7.95 ,"Daily Specials                                        all specials served with soup, bread with butter, hot coffee or hot Hong Kong milk tea and dessert",29
Tuesday,"Russian bortsch, chicken steak with teriyaki sauce or baked sole with portuguese sauce",7.95 ,"Daily Specials                                        all specials served with soup, bread with butter, hot coffee or hot Hong Kong milk tea and dessert",29
Wednesday,"ham macaroni soup, curry beef brisket or baked pork chops with mushroom sauce",7.95 ,"Daily Specials                                        all specials served with soup, bread with butter, hot coffee or hot Hong Kong milk tea and dessert",29
Thursday,"Russian bortsch, chicken steak with spicy sauce or baked seafood with tomato sauce",7.95 ,"Daily Specials                                        all specials served with soup, bread with butter, hot coffee or hot Hong Kong milk tea and dessert",29
Friday,"soup of the day, pork chops cutlet or onion beef steak",7.95 ,"Daily Specials                                        all specials served with soup, bread with butter, hot coffee or hot Hong Kong milk tea and dessert",29
Saturday,"Russian bortsch, cornish hen or veal patty spaghetti with meat sauce",7.95 ,"Daily Specials                                        all specials served with soup, bread with butter, hot coffee or hot Hong Kong milk tea and dessert",29
Sunday,"Russian bortsch, roast pork or baked chicken portuguese with rice",7.95 ,"Daily Specials                                        all specials served with soup, bread with butter, hot coffee or hot Hong Kong milk tea and dessert",29
Po de Queijo,"Gluten-free cheese roll, warm and chewy.",4.50 ,Salgados (Savory Pastries),31
Coxinha,Filled with our delicious creamy shredded chicken and cream cheese.,6.00 ,Salgados (Savory Pastries),31
Rissoles,Deep fried turnover pastry with a selection of 4 different fillings for you to choose.,6.00 ,Salgados (Savory Pastries),31
Empada de Frango,"Baked dough filled with chicken, olives, heart of palms, and corn.",6.00 ,Salgados (Savory Pastries),31
Empada Veggie,"Baked dough filled with broccoli, carrots, peas, and cream sauce.",6.00 ,Salgados (Savory Pastries),31
Kibe,"Meat dumplings, stuffed with beef or cheese.",6.00 ,Salgados (Savory Pastries),31
Esfirra de Carne,"Meat pie made with ground beef, tomato, and olives.",6.00 ,Salgados (Savory Pastries),31
Esfirra de Frango,"Baked pastry filled with chicken, tomato, and olives.",6.00 ,Salgados (Savory Pastries),31
Americano de Presunto,"Baked bread dough filled with ham, cheese, and tomato.",6.00 ,Salgados (Savory Pastries),31
Americano de Salsicha,"Baked bread dough filled with turkey sausage, cheese, and tomato.",6.00 ,Salgados (Savory Pastries),31
Abraadinho,"Baked bread dough filled with ham, cheese, and chicken.",6.00 ,Salgados (Savory Pastries),31
Empada de Carne Seca,Baked dough filled with dried beef and Brazilian cream cheese.,6.00 ,Salgados (Savory Pastries),31
Torta de Frango,"Slice of our buttery dough pie filled with chicken, corn, olives, and mozzarella cheese.",7.00 ,Salgados (Savory Pastries),31
Original Aa Cup (12oz),"Blended with banana, strawberry, and homemade guarana. Topped with banana, strawberry, and granola.",11.45 ,Aa Bowls,31
Original Aa Bowl (16oz),"Blended with banana, strawberry, and homemade guarana. Topped with banana, strawberry, granola, blueberry, and goji berry.",13.50 ,Aa Bowls,31
Peanut Butter Aa Bowl (16oz),"Aa berry blended with peanut butter, banana, strawberry, and homemade guarana. Topped with banana, strawberry, granola, blueberry, goji berry, and condensed milk.",14.50 ,Aa Bowls,31
Aa Smoothie (16 oz),"Blended with whole milk, strawberry, banana, granola, and guarana syrup.",10.00 ,Aa Bowls,31
Po com Ovo,Bolillo roll (bread) with two fried eggs and mozzarella cheese.,8.00 ,Breakfast Sandwiches,31
Misto-Quente,Pressed bolillo roll (bread) with ham and cheese.,7.25 ,Breakfast Sandwiches,31
Po na Chapa,Toasted bolillo roll (bread) with butter.,4.50 ,Breakfast Sandwiches,31
Po na Chapa com Catupiry,Pressed French bread with Brazilian cream cheese.,7.50 ,Breakfast Sandwiches,31
Presunto,"Ham and cheese gluten-free crepe made from tapioca flour, served with seasonal fruits.",12.25 ,Tapiocas (Brazilian Gluten-Free Crepes),31
Vegan,Made from tapioca flour and served with seasonal fruits.,14.25 ,Tapiocas (Brazilian Gluten-Free Crepes),31
Caprese,Made from tapioca flour and served with seasonal fruits.,13.25 ,Tapiocas (Brazilian Gluten-Free Crepes),31
Frango (Chicken),Made from tapioca flour and served with seasonal fruits.,14.25 ,Tapiocas (Brazilian Gluten-Free Crepes),31
Sertaneja (Brazilian Dried Beef),Made from tapioca flour and served with seasonal fruits.,14.25 ,Tapiocas (Brazilian Gluten-Free Crepes),31
Smoked Salmon,Made from tapioca flour and served with seasonal fruits.,16.25 ,Tapiocas (Brazilian Gluten-Free Crepes),31
Breakfast,Made from tapioca flour and served with seasonal fruits.,13.25 ,Tapiocas (Brazilian Gluten-Free Crepes),31
Omelette,Made from tapioca flour and served with seasonal fruits.,13.25 ,Tapiocas (Brazilian Gluten-Free Crepes),31
Veggie Omelette,Made from tapioca flour and served with seasonal fruits.,15.25 ,Tapiocas (Brazilian Gluten-Free Crepes),31
Morango & Nuttella,Gluten-free crepe made from tapioca flour filled with strawberry and Nutella.,10.25 ,Tapiocas Doces (Gluten-free Sweet Crepes),31
Doce de Leite,Gluten-free crepe made from tapioca flour filled with cashew nuts and dulce de leche.,10.25 ,Tapiocas Doces (Gluten-free Sweet Crepes),31
Romeu & Julieta,Gluten-free crepe made from tapioca flour filled with guava jelly and fresh mozzarella.,10.25 ,Tapiocas Doces (Gluten-free Sweet Crepes),31
Salada Tropical,"Mixed greens, heart of palm, onion, cherry tomatoes, mango, walnuts and tropical vinaigrette dressing.",10.50 ,Salads,31
Salada de Casa,"Mixed greens, shredded carrot, parmesan cheese, cherry tomato, sliced almond, chicken and our homemade dressing.",11.50 ,Salads,31
Enroladinho de Queijo,Coconut bread filled with mozzarella cheese.,5.50 ,Treats,31
Rosca de Coco,Coconut bread.,5.00 ,Treats,31
Brigadeiro,"Box of 5 traditional Brazilian chocolate truffles, made with condensed milk and cocoa powder.",7.50 ,Treats,31
Carrot Cake (Bolo de Cenoura),Slice of carrot cake covered in chocolate fudge (brigadeiro).,7.50 ,Treats,31
Sonho de Valsa,"Popular Brazilian bonbon consisting of a wafer cone, covered with two layers of chocolate and stuffed with cashew cream.",1.50 ,Treats,31
Ouro Branco,"Popular Brazilian bonbon consisting of a rice crisp and cashew nuts crunchy filling, with a thin layer of wafer and covered with white chocolate.",1.50 ,Treats,31
Doce de Leite,Homemade dulce de leche squares.,6.00 ,Treats,31
Nhoque Doce,Brazilian madeleines made with coconut and cheese.,6.00 ,Treats,31
Peta,Bag of gluten-free starch biscuit.,6.00 ,Treats,31
Hot Sauce (5oz),Bottle of our famous chilli malagueta pepper hot sauce.,12.00 ,Treats,31
Orange,Freshly squeezed.,7.25 ,Fresh Juices,31
Orange and Carrot,Freshly squeezed and blended.,8.25 ,Fresh Juices,31
Pineapple and Mint,Freshly squeezed and blended.,8.25 ,Fresh Juices,31
Passion Fruit,"Kale, pineapple, apple, ginger, and coconut water.",7.25 ,Fresh Juices,31
"Orange, Strawberry, and Apple",Freshly blended.,8.25 ,Fresh Juices,31
Dried Beef Shepherd's Pie (Escondidinho Carne Seca),"Yucca pure, shredded dried beef and cheese.",30.00 ,Frozen Meals,31
Veggie Pie (Torta de Vegetais),"Buttery dough pie filled with creamy corn, green beans, carrot, heart of palms, and Bchamel sauce.",20.00 ,Frozen Meals,31
Shrimp Pie (Torta de Camaro),Buttery dough pie filled with creamy shrimp and heart of palms.,25.00 ,Frozen Meals,31
Chicken Pie (Torta de Frango),"Buttery dough pie filled with chicken, corn, olives, and cheese.",20.00 ,Frozen Meals,31
Chicken Shepherd's Pie (Escondidinho de Frango),"Yucca pure, shredded chicken and cheese.",30.00 ,Frozen Meals,31
Coca-Cola,12oz Can,3.00 ,Beverages,31
Coca-Cola Zero,12oz Can,3.00 ,Beverages,31
Guaran Antarctica,12oz Can,3.50 ,Beverages,31
Guaran Diet,12oz Can,3.50 ,Beverages,31
Sparkling Water,11.15oz Bottle,3.25 ,Beverages,31
Water Bottle,16oz Bottle,3.00 ,Beverages,31
Po de Queijo,"Gluten-free cheese roll, warm and chewy.",4.50 ,Salgados (Savory Pastries),31
Coxinha,Filled with our delicious creamy shredded chicken and cream cheese.,6.00 ,Salgados (Savory Pastries),31
Rissoles,Deep fried turnover pastry with a selection of 4 different fillings for you to choose.,6.00 ,Salgados (Savory Pastries),31
Empada de Frango,"Baked dough filled with chicken, olives, heart of palms, and corn.",6.00 ,Salgados (Savory Pastries),31
Empada Veggie,"Baked dough filled with broccoli, carrots, peas, and cream sauce.",6.00 ,Salgados (Savory Pastries),31
Kibe,"Meat dumplings, stuffed with beef or cheese.",6.00 ,Salgados (Savory Pastries),31
Esfirra de Carne,"Meat pie made with ground beef, tomato, and olives.",6.00 ,Salgados (Savory Pastries),31
Esfirra de Frango,"Baked pastry filled with chicken, tomato, and olives.",6.00 ,Salgados (Savory Pastries),31
Americano de Presunto,"Baked bread dough filled with ham, cheese, and tomato.",6.00 ,Salgados (Savory Pastries),31
Americano de Salsicha,"Baked bread dough filled with turkey sausage, cheese, and tomato.",6.00 ,Salgados (Savory Pastries),31
Abraadinho,"Baked bread dough filled with ham, cheese, and chicken.",6.00 ,Salgados (Savory Pastries),31
Empada de Carne Seca,Baked dough filled with dried beef and Brazilian cream cheese.,6.00 ,Salgados (Savory Pastries),31
Torta de Frango,"Slice of our buttery dough pie filled with chicken, corn, olives, and mozzarella cheese.",7.00 ,Salgados (Savory Pastries),31
Original Aa Cup (12oz),"Blended with banana, strawberry, and homemade guarana. Topped with banana, strawberry, and granola.",11.45 ,Aa Bowls,31
Original Aa Bowl (16oz),"Blended with banana, strawberry, and homemade guarana. Topped with banana, strawberry, granola, blueberry, and goji berry.",13.50 ,Aa Bowls,31
Peanut Butter Aa Bowl (16oz),"Aa berry blended with peanut butter, banana, strawberry, and homemade guarana. Topped with banana, strawberry, granola, blueberry, goji berry, and condensed milk.",14.50 ,Aa Bowls,31
Aa Smoothie (16 oz),"Blended with whole milk, strawberry, banana, granola, and guarana syrup.",10.00 ,Aa Bowls,31
Po com Ovo,Bolillo roll (bread) with two fried eggs and mozzarella cheese.,8.00 ,Breakfast Sandwiches,31
Misto-Quente,Pressed bolillo roll (bread) with ham and cheese.,7.25 ,Breakfast Sandwiches,31
Po na Chapa,Toasted bolillo roll (bread) with butter.,4.50 ,Breakfast Sandwiches,31
Po na Chapa com Catupiry,Pressed French bread with Brazilian cream cheese.,7.50 ,Breakfast Sandwiches,31
Presunto,"Ham and cheese gluten-free crepe made from tapioca flour, served with seasonal fruits.",12.25 ,Tapiocas (Brazilian Gluten-Free Crepes),31
Vegan,Made from tapioca flour and served with seasonal fruits.,14.25 ,Tapiocas (Brazilian Gluten-Free Crepes),31
Caprese,Made from tapioca flour and served with seasonal fruits.,13.25 ,Tapiocas (Brazilian Gluten-Free Crepes),31
Frango (Chicken),Made from tapioca flour and served with seasonal fruits.,14.25 ,Tapiocas (Brazilian Gluten-Free Crepes),31
Sertaneja (Brazilian Dried Beef),Made from tapioca flour and served with seasonal fruits.,14.25 ,Tapiocas (Brazilian Gluten-Free Crepes),31
Smoked Salmon,Made from tapioca flour and served with seasonal fruits.,16.25 ,Tapiocas (Brazilian Gluten-Free Crepes),31
Breakfast,Made from tapioca flour and served with seasonal fruits.,13.25 ,Tapiocas (Brazilian Gluten-Free Crepes),31
Omelette,Made from tapioca flour and served with seasonal fruits.,13.25 ,Tapiocas (Brazilian Gluten-Free Crepes),31
Veggie Omelette,Made from tapioca flour and served with seasonal fruits.,15.25 ,Tapiocas (Brazilian Gluten-Free Crepes),31
Morango & Nuttella,Gluten-free crepe made from tapioca flour filled with strawberry and Nutella.,10.25 ,Tapiocas Doces (Gluten-free Sweet Crepes),31
Doce de Leite,Gluten-free crepe made from tapioca flour filled with cashew nuts and dulce de leche.,10.25 ,Tapiocas Doces (Gluten-free Sweet Crepes),31
Romeu & Julieta,Gluten-free crepe made from tapioca flour filled with guava jelly and fresh mozzarella.,10.25 ,Tapiocas Doces (Gluten-free Sweet Crepes),31
Salada Tropical,"Mixed greens, heart of palm, onion, cherry tomatoes, mango, walnuts and tropical vinaigrette dressing.",10.50 ,Salads,31
Salada de Casa,"Mixed greens, shredded carrot, parmesan cheese, cherry tomato, sliced almond, chicken and our homemade dressing.",11.50 ,Salads,31
Enroladinho de Queijo,Coconut bread filled with mozzarella cheese.,5.50 ,Treats,31
Rosca de Coco,Coconut bread.,5.00 ,Treats,31
Brigadeiro,"Box of 5 traditional Brazilian chocolate truffles, made with condensed milk and cocoa powder.",7.50 ,Treats,31
Carrot Cake (Bolo de Cenoura),Slice of carrot cake covered in chocolate fudge (brigadeiro).,7.50 ,Treats,31
Sonho de Valsa,"Popular Brazilian bonbon consisting of a wafer cone, covered with two layers of chocolate and stuffed with cashew cream.",1.50 ,Treats,31
Ouro Branco,"Popular Brazilian bonbon consisting of a rice crisp and cashew nuts crunchy filling, with a thin layer of wafer and covered with white chocolate.",1.50 ,Treats,31
Doce de Leite,Homemade dulce de leche squares.,6.00 ,Treats,31
Nhoque Doce,Brazilian madeleines made with coconut and cheese.,6.00 ,Treats,31
Peta,Bag of gluten-free starch biscuit.,6.00 ,Treats,31
Hot Sauce (5oz),Bottle of our famous chilli malagueta pepper hot sauce.,12.00 ,Treats,31
Orange,Freshly squeezed.,7.25 ,Fresh Juices,31
Orange and Carrot,Freshly squeezed and blended.,8.25 ,Fresh Juices,31
Pineapple and Mint,Freshly squeezed and blended.,8.25 ,Fresh Juices,31
Passion Fruit,"Kale, pineapple, apple, ginger, and coconut water.",7.25 ,Fresh Juices,31
"Orange, Strawberry, and Apple",Freshly blended.,8.25 ,Fresh Juices,31
Dried Beef Shepherd's Pie (Escondidinho Carne Seca),"Yucca pure, shredded dried beef and cheese.",30.00 ,Frozen Meals,31
Veggie Pie (Torta de Vegetais),"Buttery dough pie filled with creamy corn, green beans, carrot, heart of palms, and Bchamel sauce.",20.00 ,Frozen Meals,31
Shrimp Pie (Torta de Camaro),Buttery dough pie filled with creamy shrimp and heart of palms.,25.00 ,Frozen Meals,31
Chicken Pie (Torta de Frango),"Buttery dough pie filled with chicken, corn, olives, and cheese.",20.00 ,Frozen Meals,31
Chicken Shepherd's Pie (Escondidinho de Frango),"Yucca pure, shredded chicken and cheese.",30.00 ,Frozen Meals,31
Coca-Cola,12oz Can,3.00 ,Beverages,31
Coca-Cola Zero,12oz Can,3.00 ,Beverages,31
Guaran Antarctica,12oz Can,3.50 ,Beverages,31
Guaran Diet,12oz Can,3.50 ,Beverages,31
Sparkling Water,11.15oz Bottle,3.25 ,Beverages,31
Water Bottle,16oz Bottle,3.00 ,Beverages,31
Classic Caesar Salad,Spicy croutons and Parmesan cheese.,10.00 ,Green,32
Organic Farmer Market Salad,"Beets, apple, goat cheese, balsamic vinaigrette and honey walnuts.",10.00 ,Green,32
"Tuscan Kale Salad,","Lacinato Kale, Grilled Chicken, Apples, Sharp Cedars, Avocados, Toasted Almond, Balsamic Vinaigrette",14.00 ,Green,32
Margherita,"Tomato sauce, imported Buffalo mozzarella, basil.",17.00 ,Pizza,32
Marinara,"(No Cheese) Tomato Sauce, Oregano, Fresh Garlic, Basil (Ve)",10.00 ,Pizza,32
Capricciosa,"Tomato Sauce, Artichokes, Mushrooms, Italian Cooked Ham, Fresh Mozzarella, Basil",19.00 ,Pizza,32
Margherita With Mushrooms,"Tomato Sauce, Fresh Mozzarella, Grana, Basil, Assorted Mushrooms (V)",17.00 ,Pizza,32
Margherita With Artichokes,"Artichokes, Tomato Sauce, Fresh Mozzarella, Grana, Basil, Artichokes (V)",17.00 ,Pizza,32
Margherita With Salami,"With Salami, Tomato Sauce, Fresh Mozzarella, Grana, Basil",17.00 ,Pizza,32
Margherita With Prosciutto,"Tomato Sauce, Fresh Mozzarella, Grana, Basil, Prosciutto , Arugola",19.00 ,Pizza,32
Margherita With Sausage,"With Sausage, Tomato Sauce, Fresh Mozzarella, Grana, Basil",18.00 ,Pizza,32
Vegetariana Tomato Sauce,"Mozzarella, Zucchini, Peppers, Artichokes, Assorted Mushrooms, Grape Tomatoes, Basil (V)",19.00 ,Pizza,32
Diavola,"Fresh Mozzarella, Hot Sopressata, Basil",19.00 ,Pizza,32
Calzone,"Buffalo Mozzarella, Arugula, Cherry Tomatoes, Prosciutto di Parma, Grana Padano",19.00 ,Pizza,32
Penne Arrabbiata,Spicy mushrooms and pecorino cheese.,15.00 ,Lunch and Dinner Pasta Risotto,32
Pappardelle,"Pork and beef ragu, black pepper and pecorino cheese.",17.00 ,Lunch and Dinner Pasta Risotto,32
Ricotta Cheese Ravioli,"Filled with pesto, sage, garlic chips and over tomato sauce.",16.00 ,Lunch and Dinner Pasta Risotto,32
Gnocchi,"House made Potato Gnocchi, Basil Pesto garlic, Parmiggiano",17.00 ,Lunch and Dinner Pasta Risotto,32
Fusilli with Roasted Aubargine,Eggplant & Tomato Sauce From Sicily (VE),16.00 ,Lunch and Dinner Pasta Risotto,32
Lobster Ravioli,Tarragon- Lobster Sauce,19.00 ,Lunch and Dinner Pasta Risotto,32
Fetuccine Al Pesto,With Green Beans and Potato,15.00 ,Lunch and Dinner Pasta Risotto,32
Tagliatelle with Short Ribs Ragu,short ribs Braised with Red-Wine Tomato,17.00 ,Lunch and Dinner Pasta Risotto,32
Lasagna Alla Bolognese,Bolognese Style with Beef and Veal Ragu,15.00 ,Lunch and Dinner Pasta Risotto,32
Lasagna Alla Bolognese Family Tray (9 servings),Lasagna Alla Bolognese Family Size Tray (9 servings) Please allow for 90 min prep time for us to freshly make your order,90.00 ,Lunch and Dinner Pasta Risotto,32
Wild Mushrooms Ravioli,With Truffle Butter & Mushrooms Sauce(V),19.00 ,Lunch and Dinner Pasta Risotto,32
Spaghetti al Pomodoro,"Cherry Tomatoes, Extra Virgin Olive Oil, Sea Salt, Basil",14.00 ,Lunch and Dinner Pasta Risotto,32
Bucatini allAmatriciana,"Tomatoes, Guanciale, Pecorino Romano, Chili Flakes",16.00 ,Lunch and Dinner Pasta Risotto,32
Paccheri Pasta (candle shape),With Spring Lamb Rag,16.00 ,Lunch and Dinner Pasta Risotto,32
Holy Cannoli (1 ),"Mascarpone cream, bittersweet chocolates and pistachios.",4.00 ,Desserts,32
Tiramsu Pick me Up,"Savoiardi lady fingers espresso rum, mascarpone zabaglione.",9.00 ,Desserts,32
Chocolate Cake,Pistachio Crumble,8.00 ,Desserts,32
Mango and Passion Fruit Cheesecake,Mango compote and mango sorbett.,12.00 ,Desserts,32
Ricotta Cheesecake,"Mango, compote.",8.00 ,Desserts,32
Classic Veal Meatballs,"Over polenta, tomato sugo, pecorino cheese.",11.00 ,Appetizer,32
Mediterranean Branzino,"Delicate White Fish, Herbs, Whole Oven-Roasted With vegetables.",28.00 ,Today Offering Selection fish or Meat,32
Grilled Salmon,"On a Bed of Leeks Relish, Saffron Sauce",27.00 ,Today Offering Selection fish or Meat,32
Prime Beef New York Strip,"Black Pepper Crust with Red Wine Sauce, Spinach & Roasted Potatoes.",26.00 ,Today Offering Selection fish or Meat,32
Chicken Breast Scaloppine,"Mushroom Marsala Sauce, Grated Black Truffles, Roasted Potato",22.00 ,Today Offering Selection fish or Meat,32
Chicken alla Parmigiana,"Breaded Chicken, topped with Mozzarella And Marinara sauce",24.00 ,Today Offering Selection fish or Meat,32
Regular Burrito,"Meat, rice, beans and salsa",9.50 ,"Meat Selection: Broiled Steak, Broiled Chicken, Mild Chicken, Mole Chicken, Tinga Chicken. Beans Selection: Black Beans, Pinto Beans, Refried Beans",33
Super Burrito,"Meat, rice, beans, guacamole, sour cream, cheese, lettuce and salsa",11.50 ,"Meat Selection: Broiled Steak, Broiled Chicken, Mild Chicken, Mole Chicken, Tinga Chicken. Beans Selection: Black Beans, Pinto Beans, Refried Beans",33
Regular Taco,Meat and salsa,3.75 ,"Tacos                                        Meat Selection: Broiled Steak, Broiled Chicken, Mild Chicken, Mole Chicken, Tinga Chicken",33
Super Taco,"Beans Selection: Black Beans, Pinto Beans, Refried Beans",6.25 ,"Tacos                                        Meat Selection: Broiled Steak, Broiled Chicken, Mild Chicken, Mole Chicken, Tinga Chicken",33
Burrito,"Tortilla Selection: Flour, Whole Wheat, Spinach. Burrito Style | Made to Order: Fajita Steak $1.75, Fajita Chicken $1.75, Al Pastor | BBQ Pork $1, Chorizo | Mexican Sausage $1, Shrimp Fajitas $2.75. Beans Selection: Black Beans, Pinto Beans, Refried Beans",11.50 ,Made to Order from the Grill,33
Platter,"Platter Style | Made to Order: Fajita Steak $1.91, Fajita Chicken $1.91, Al Pastor | BBQ Pork $0.51, Chorizo | Mexican Sausage $0.51, Shrimp Fajitas $2.51. Beans Selection: Black Beans, Pinto Beans, Refried Beans",11.99 ,Made to Order from the Grill,33
Flautas,"Platters with rice, beans and salad",12.99 ,"Traditional Dishes                                        Beans Selection: Black Beans, Pinto Beans, Refried Beans",33
Enchiladas,"Platters with rice, beans and salad",12.99 ,"Traditional Dishes                                        Beans Selection: Black Beans, Pinto Beans, Refried Beans",33
Smoked Salmon& Spinach Fettuccine,"Sauteed green beans, fresh tomatoes & basil, light asiago cream sauce, smoked salmon, spinach fettuccine",30.00 ,New Years Special Menu,34
Lobster Ravioli,"Sautee basil, garlic & tomatoes with asiago cream sauce, topped with 2 grilled prawns.",30.00 ,New Years Special Menu,34
Pappardelle Pescatore,"Sauteed prawns, bay scallops & mussels, tomato cream sauce, broccoli, pappardelle pasta",33.00 ,New Years Special Menu,34
Red Snappers Siciliano,"Sauteed with onions, black olives & tomatoes served with risotto & sauteed vegetable",32.00 ,New Years Special Menu,34
Dessert,Spumoni Gelato Torte topped with huckleberries.,10.00 ,New Years Special Menu,34
Special Thanksgiving Menu - November 24 & 25 only,"Herb roasted turkey served with cranberry sauce, stuffing, mashed potatoes and gravy, candied yams, corn bread and pumpkin pie.",33.00 ,Thanksgiving Menu,34
Special Thanksgiving Menu - November 24 & 25 only,"pork lion with organic quince sauce served with cranberry sauce ,stuffing, mashed potatoes & gravy candied yams ,corn bread pumpkin pie",33.00 ,Thanksgiving Menu,34
Carpaccio,"Thin sliced raw beef, capers, basil, Parmesan cheese, mustard aioli and olive oil.",16.00 ,Dinner Appetizers,34
Calamari Fritti,"Served with grilled artichokes, marinara sauce and lemon dill tartar sauce.",17.00 ,Dinner Appetizers,34
Steamed Clams and Mussels,"Italian parsley, garlic, lemon and white wine.",19.00 ,Dinner Appetizers,34
Crab Cakes,Comes with spicy roasted red pepper sauce.,18.00 ,Dinner Appetizers,34
Caprese,"Buffalo mozzarella cheese, fresh basil, tomatoes, extra virgin olive oil and balsamic vinaigrette.",16.00 ,Dinner Appetizers,34
Bruschetta,"Herbed crostini topped with diced tomatoes, olive oil, garlic and basil.",13.00 ,Dinner Appetizers,34
Polenta Fries,Served with Parmesan cheese and marinara sauce.,12.00 ,Dinner Appetizers,34
Herbed Garlic and Parmesan Bread,"Romaine hearts, herbed crostini, tomatoes, cucumbers, mushrooms, red onions and creamy Italian dressing.",9.00 ,Dinner Appetizers,34
House Salad,"Romaine hearts, Parmesan cheese, herb crostini and tossed with Caesar dressing.",15.00 ,Dinner Appetizers,34
Caesar Salad,"Romaine hearts, Parmesan cheese, herb crostini and tossed with Caesar dressing.",16.00 ,Dinner Appetizers,34
Chicken Caesar Salad,"Mixed greens, Parmesan cheese, extra virgin olive oil and vinegar.",23.00 ,Dinner Appetizers,34
Prosciutto di Parma and Melon Salad,"Served with tomatoes, roasted peppers, goat cheese and balsamic vinaigrette.",18.00 ,Dinner Appetizers,34
Spinach Pancetta Salad,"Mixed greens, caramelized walnuts, Gorgonzola cheese, tomatoes and champagne vinaigrette.",17.00 ,Dinner Appetizers,34
Pear Salad,"Crisp hearts of romaine, herbed marinated prawns, bay scallops, artichokes, egg, cucumbers, tomatoes and champagne vinaigrette.",17.00 ,Dinner Appetizers,34
Seafood Salad,Please contact restaurant for today's selection.,24.00 ,Dinner Appetizers,34
Minestrone,"Breaded risotto balls with mozzarella, parmesan, peas and mushrooms, side marinara sauce.",10.00 ,Dinner Appetizers,34
Soup of the Day,"Mozzarella cheese, fresh basil, tomatoes, extra virgin olive oil and balsamic vinaigrette.",7.00 ,Dinner Appetizers,34
Fettuccine,Comes with your choice of Alfredo sauce or pesto cream sauce.,21.00 ,Dinner Pastas,34
Capellini Pomodoro,"Angel hair pasta, basil, tomatoes and garlic in marinara sauce.",21.00 ,Dinner Pastas,34
Capellini Gamberi,"Rock shrimp, zucchini, tomatoes and basil in Asiago cream sauce.",26.00 ,Dinner Pastas,34
Spaghetti with Meatballs,"Pork and beef meatballs, marinara sauce and basil.",23.00 ,Dinner Pastas,34
Spaghetti with Prawns,"Sun-dried tomatoes, zucchini, basil and light tomato cream sauce.",27.00 ,Dinner Pastas,34
Linguine Carbonara,"Bacon, peas, fresh basil and cream sauce.",22.00 ,Dinner Pastas,34
